633443;wayfind strategi gender test mediat effect wayfind experi person emot;Wayfinding Strategy and Gender - Testing the Mediating Effects of Wayfinding Experience, Personality and Emotions
891180;genet benefit extrem sequenti polyandri terrestrial breed frog;Genetic benefits of extreme sequential polyandry in a terrestrial-breeding frog
341243;long term reevalu spatial explicit model mean adapt wildlif manag;Long-term reevaluation of spatially explicit models as a means for adaptive wildlife management
477138;high rate antimicrobi resist virul gene distribut shigella spp isol pediatr patient tehran iran;High Rates of Antimicrobial Resistance and Virulence Gene Distribution Among Shigella spp. Isolated from Pediatric Patients in Tehran, Iran
150856;nano graphen oxid composit vivo imag;Nano-graphene oxide composite for in vivo imaging
640554;hops tmub retain p cytoplasm sustain p depend mitochondri apoptosi;HOPS/TMUB1 retains p53 in the cytoplasm and sustains p53-dependent mitochondrial apoptosis
180509;evidence bas guidelin manag postop delirium older peopl low resourc set systemat review articl;Evidence-Based Guideline on Management of Postoperative Delirium in Older People for Low Resource Setting: Systematic Review Article
946928;network pharmacology bas analysi zukamu granul treatment covid;Network pharmacology-based analysis of Zukamu granules for the treatment of COVID-19
604699;evalu manag osteochondr lesion talu skelet immatur patient;Evaluation and management of osteochondral lesions of the talus in skeletally immature patients
366395;compar efficaci anti human vegf a neutral antibodi versu bevacizumab laser induc choroid neovascular cnv rhesu monkey model;Comparing The Efficacy Of An Anti-Human VEGF-A Neutralizing Antibody Versus Bevacizumab On A Laser-Induced Choroidal Neovascularization (CNV) Rhesus Monkey Model
437554;associ nasal septal deviat incid anxieti depress migrain nation population bas studi;Association of nasal septal deviation with the incidence of anxiety, depression, and migraine: A national population-based study
468217;multivari predict model success extern cephal version;A Multivariable Predictive Model for Success of External Cephalic Version
177612;challeng battl plant phloem feed insect prokaryot pathogen;Challenging battles of plants with phloem-feeding insects and prokaryotic pathogens
875139;unsustain sustain cognit frame tension pyramid project;Unsustainability of Sustainability: Cognitive Frames and Tensions in Bottom of the Pyramid Projects
535135;matrix stiff colorect cancer;Matrix Stiffness and Colorectal Cancer
946360;inactiv varicella zoster vaccin autolog haemopoiet stem cel transplant recipi intern multicentr randomis double blind placebo control trial;Inactivated varicella zoster vaccine in autologous haemopoietic stem-cell transplant recipients: an international, multicentre, randomised, double-blind, placebo-controlled trial
345539;machin learn predict drop outpati alcohol use disord;Machine learning prediction of dropping out of outpatients with alcohol use disorders
304246;hous qualiti determin rural china structur equat model analysi;Housing quality and its determinants in rural China: a structural equation model analysis
101020;dental pulp stem cell advanc applic;Dental Pulp Stem Cells: Advances to Applications
371212;symptom sever week cognitive behavior therapi predict depress remiss;Symptom Severity at Week 4 of Cognitive-Behavior Therapy Predicts Depression Remission
256440;prepar futur strong signal evolut adult benthic nich pelag stage labrid fish;Prepared for the future: A strong signal of evolution toward the adult benthic niche during the pelagic stage in Labrid fishes
781594;obes polici england fit purpos analysi govern strategi polici;Is Obesity Policy in England Fit for Purpose? Analysis of Government Strategies and Policies, 1992-2020
194040;lichen contribut open woodland stabil boreal forest detriment effect pine growth root ectomycorrhiz develop;Lichens Contribute to Open Woodland Stability in the Boreal Forest Through Detrimental Effects on Pine Growth and Root Ectomycorrhizal Development
107501;synergist anticanc strategi sonodynam therapi combin pi hepatocellular carcinoma;Synergistic Anticancer Strategy of Sonodynamic Therapy Combined with PI-103 Against Hepatocellular Carcinoma
786488;plant trap pollen feed predatori arthropod indirect resist herbivori;Plants trap pollen to feed predatory arthropods as an indirect resistance against herbivory
350057;manag function somat syndrom bodili distress;Management of Functional Somatic Syndromes and Bodily Distress
391105;amphiphil nanogel influenc surfac hydrophob protein corona biocompat cellular uptak;Amphiphilic nanogels: influence of surface hydrophobicity on protein corona, biocompatibility and cellular uptake
965190;ecosystem view peer to p electr trade scenario build busi model matrix identifi new role;An Ecosystem View of Peer-to-Peer Electricity Trading: Scenario Building by Business Model Matrix to Identify New Roles
753857;synerg associ diabet mellitu chronic kidney diseas muscl loss cachexia result year longitudin follow up community bas prospect cohort studi;Synergic association of diabetes mellitus and chronic kidney disease with muscle loss and cachexia: results of a 16-year longitudinal follow-up of a community-based prospective cohort study
753885;m age friendli health;The 4Ms of an Age-Friendly Health System
638149;energi air pollut benefit household fuel polici northern china;Energy and air pollution benefits of household fuel policies in northern China
956301;pyrolysis gcm spirulina platensi evalu biomass cultiv autotroph mixotroph condit;Pyrolysis-GCMS of Spirulina platensis: Evaluation of biomasses cultivated under autotrophic and mixotrophic conditions
462120;microstructur origin resistance strain hysteresi carbon nanotub film conductor;Microstructural origin of resistance-strain hysteresis in carbon nanotube thin film conductors
548760;associ variabl number tandem repeat monoamin oxidas gene promot schizophrenia;Association of Two Variable Number of Tandem Repeats in the Monoamine Oxidase A Gene Promoter with Schizophrenia
111217;topolog transit measurement induc geometr phase;Topological transition in measurement-induced geometric phases
568837;autism spectrum trait neurotyp predict embodi manipul knowledg object concept evid eyetrack;Autism-spectrum traits in neurotypicals predict the embodiment of manipulation knowledge about object concepts: Evidence from eyetracking
314231;triad hybrid conduit speci;Triad hybridization via a conduit species
918503;tomatidin suppress inflamm primari articular chondrocyt attenu cartilag degrad osteoarthrit rat;Tomatidine suppresses inflammation in primary articular chondrocytes and attenuates cartilage degradation in osteoarthritic rats
337497;score child health util d instrument estim chines child adolescent specif tariff;Scoring the Child Health Utility 9D instrument: estimation of a Chinese child and adolescent-specific tariff
450746;magnet control grow rod influenc intraop fluoroscop imag case report;Magnetically Controlled Growing Rods: Influence on Intraoperative Fluoroscopic Imaging: A Case Report
8988;childless celibaci net fertil pre industri england middle class evolutionari advantag;Childlessness, celibacy and net fertility in pre-industrial England: the middle-class evolutionary advantage
357207;chemerin peptid enhanc memori amelior aβ induc object memori impair mice;Chemerin-9 Peptide Enhances Memory and Ameliorates Aβ1-42-Induced Object Memory Impairment in Mice
543977;experiment determin thermodynam calcul phase equilibria ag zr i;Experimental determination and thermodynamic calculation of phase equilibria in Ag-Zr-Y system
687805;research social impact art disabl appli new empir tool method;Researching the Social Impact of Arts and Disability: Applying a New Empirical Tool and Method
971016;electr induc bacteri membrane potenti dynam correspond cellular prolifer capac;Electrically induced bacterial membrane-potential dynamics correspond to cellular proliferation capacity
603637;last effect covid pandem languag process;Lasting effects of the COVID-19 pandemic on language processing
140468;epidemiolog nosema spp effect indoor outdoor winter honey bee coloni popul surviv canadian prairi;Epidemiology of Nosema spp. and the effect of indoor and outdoor wintering on honey bee colony population and survival in the Canadian Prairies
155569;compet stripe magnet phase cuprat principl;Competing stripe and magnetic phases in the cuprates from first principles
233659;growth respons elev temperatur import ontogenet nich shift bromeliacea;Growth responses to elevated temperatures and the importance of ontogenetic niche shifts in Bromeliaceae
738967;drug compani payment gener practic england cross sect social network analysi;Drug company payments to General Practices in England: Cross-sectional and social network analysis
31460;adapt naïv cd t cell self antigen depend tcr signal induc function heterogen toler;Adaptation by naïve CD4+ T cells to self-antigen-dependent TCR signaling induces functional heterogeneity and tolerance
778249;forecast failur locat dimension disord lattic;Forecasting failure locations in 2-dimensional disordered lattices
749902;unconsci neural reinforc intervent common fear;Towards an unconscious neural reinforcement intervention for common fears
202267;combin environment dna speci distribut model evalu reintroduct success freshwat fish;Combining environmental DNA and species distribution modeling to evaluate reintroduction success of a freshwater fish
756361;racial dispar periop care patient undergo total knee hip arthroplasti retrospect propensity match cohort studi;Racial Disparity in the Perioperative Care for Patients Undergoing Total Knee and Hip Arthroplasty: A Retrospective Propensity-Matched Cohort Study
488513;model sick absenc data scope review;Modeling sickness absence data: A scoping review
315961;correct squeaki knee acl reconstruct surgeri case report;Correction of a Squeaky Knee After ACL Reconstruction Surgery: A Case Report
968878;macroscal intrins network architectur hypothalamu;Macroscale intrinsic network architecture of the hypothalamus
144990;serum aqueou humor adiponectin level correl diabet retinopathi develop progress;Serum and aqueous humor adiponectin levels correlate with diabetic retinopathy development and progression
79047;determin non adher medic dyslipidemia systemat review;Determinants of Non-Adherence to the Medications for Dyslipidemia: A Systematic Review
227738;vesicoureter reflux renal scar infant febril urinari tract infect;Vesicoureteral Reflux and Renal Scarring in Infants after the First Febrile Urinary Tract Infection
759615;spinal epidur hematoma produc neural compress bilater rod fractur fail long construct fusion case report;Spinal Epidural Hematoma Producing Neural Compression After Bilateral Rod Fractures in Failed Long-Construct Fusion: A Case Report
331734;airborn concentr chemic consider radioact ruthenium undeclar major nuclear releas;Airborne concentrations and chemical considerations of radioactive ruthenium from an undeclared major nuclear release in 2017
964398;limit secondari transmiss sars cov child care program rhode island june juli;Limited Secondary Transmission of SARS-CoV-2 in Child Care Programs - Rhode Island, June 1-July 31, 2020
107304;cross sect longitudin hippocamp atrophi cortic thin occur amyloid neg p tau posit older adult non amyloid patholog mild cognit impair;Cross-Sectional and Longitudinal Hippocampal Atrophy, Not Cortical Thinning, Occurs in Amyloid-Negative, p-Tau-Positive, Older Adults With Non-Amyloid Pathology and Mild Cognitive Impairment
760770;sol gel technolog creat thin film oxid materi varieti use brief review;A Sol-Gel Technology for Creating Thin-Film Oxide Materials for a Variety of Uses: A Brief Review
896261;giardia lamblia reactiv arthriti mimick acut periprosthet knee infect case report;Giardia lamblia Reactive Arthritis Mimicking Acute Periprosthetic Knee Infection: A Case Report
691055;arbitrag global innov evolut multin r d emerg market;From Arbitrage to Global Innovation: Evolution of Multinational R&D in Emerging Markets
897424;cerebr small vessel diseas associ mild cognit impair type diabet mellitu;Cerebral Small Vessel Disease is Associated with Mild Cognitive Impairment in Type 2 Diabetes Mellitus
178051;poor complianc school food environ guidelin elementari school northwest mexico cross sect studi;Poor compliance with school food environment guidelines in elementary schools in Northwest Mexico: A cross-sectional study
539125;evolutionari conserv structur function uvr photoreceptor liverwort marchantia polymorpha moss physcomitrella paten;Evolutionary conservation of structure and function of the UVR8 photoreceptor from the liverwort Marchantia polymorpha and the moss Physcomitrella patens
487474;al mutat fu suppress protein translat disrupt regul nonsense medi decay;ALS mutations of FUS suppress protein translation and disrupt the regulation of nonsense-mediated decay
786209;predict sever cartilag damag post traumat porcin model synovi fluid gait support vector machin;Predicting severity of cartilage damage in a post-traumatic porcine model: Synovial fluid and gait in a support vector machine
479427;retrospect comparison short term outcom follow thoracoscopi versu thoracotomi surgic correct persist right aortic arch dog;Retrospective comparison of short-term outcomes following thoracoscopy versus thoracotomy for surgical correction of persistent right aortic arch in dogs
933073;prison environ non communic chronic diseas modifi risk factor length incarcer trend analysi mexico citi;Prison environment and non-communicable chronic disease modifiable risk factors: length of incarceration trend analysis in Mexico City
792621;racial ethnic dispar medicar d star rate criteria kidney transplant patient diabet hypertens and or dyslipidemia;Racial and ethnic disparities due to Medicare Part D Star Ratings criteria among kidney transplant patients with diabetes, hypertension, and/or dyslipidemia
196904;minim clinic import differ eortc qlq c brief pain inventori patient undergo re irradi pain bone metastas;Minimal clinically important differences in the EORTC QLQ-C30 and brief pain inventory in patients undergoing re-irradiation for painful bone metastases
489269;mortal astronaut comparison profession athlet;Mortality of US astronauts: comparisons with professional athletes
38145;acut myocardi infarct laboratory confirm influenza infect;Acute Myocardial Infarction after Laboratory-Confirmed Influenza Infection
882625;design brain comput interfac control assist robot manipul use steadi state visual evok potenti;Designing a brain computer interface for control of an assistive robotic manipulator using steady state visually evoked potentials
983175;virtual selv;Against Virtual Selves
82459;assess ecosystem servic trade off synergi need mechanist approach;Assessing ecosystem service trade-offs and synergies: The need for a more mechanistic approach
938691;physiolog evolut adapt radiat test island effect anoli lizard;Physiological evolution during adaptive radiation: A test of the island effect in Anolis lizards
818076;fix flexibl winner los effect vari habitat qualiti parasitoid wasp;Fixed or flexible? Winner/loser effects vary with habitat quality in a parasitoid wasp
719475;doe water stress promot proteome wid adjust intrins disord protein plant;Does water stress promote the proteome-wide adjustment of intrinsically disordered proteins in plants?
979611;monitor manag cardiovascular risk immun mediat inflammatori diseas;Monitoring and Managing Cardiovascular Risk in Immune Mediated Inflammatory Diseases
833692;lncrna linc promot progress breast cancer inhibit apoptosi acceler cell cycl;LncRNA LINC00668 promotes the progression of breast cancer by inhibiting apoptosis and accelerating cell cycle
953216;plant attribut explain distribut soil microbi commun contrast region globe;Plant attributes explain the distribution of soil microbial communities in two contrasting regions of the globe
692756;social support depress pulmonari tuberculosi patient anhui china;Social Support and Depression Among Pulmonary Tuberculosis Patients in Anhui, China
828873;evalu use two step gender ident measur gener social survey;Evaluating the Use of a Two-Step Gender Identity Measure in the 2018 General Social Survey
355647;effect heat treatment mechan properti degrad behavior hollow glass microspher reinforc mg al zn cu composit;Effects of heat treatment on mechanical properties and degradation behavior of hollow glass microsphere reinforced Mg-15Al-5Zn-1.5Cu composites
294659;dynam competit hexon bind core protein vii lytic protein vi promot adenoviru matur entri;Dynamic competition for hexon binding between core protein VII and lytic protein VI promotes adenovirus maturation and entry
91356;rethink naiv realism;Rethinking naive realism
752779;explor physiolog work model prepar undergradu student;Exploring Physiology Through Working Model Preparation by Undergraduate Students
112733;gener practition knowledg use urban australian hospit gener practic liaison servic qualit studi;General practitioners' knowledge and use of an urban Australian hospital General Practice Liaison service: A qualitative study
397111;racial ethn divers academ public health year updat;Racial/Ethnic Diversity in Academic Public Health: 20-Year Update
824172;urm promot tumor growth suppress apoptosi jnk signal pathway hepatocellular carcinoma;URM1 Promoted Tumor Growth and Suppressed Apoptosis via the JNK Signaling Pathway in Hepatocellular Carcinoma
712317;view woody pl encroach social ecolog len;Viewing Woody-Plant Encroachment through a Social–Ecological Lens
475742;pyroptosi novel intervent target progress osteoarthr;Pyroptosis: A Novel Intervention Target in the Progression of Osteoarthritis
293661;duti provid care ebola patient perspect guinean lay peopl healthcar provid;Duty to provide care to Ebola patients: the perspectives of Guinean lay people and healthcare providers
240530;carbon export terrestri ecosystem critical zon framework;Carbon Exports from Terrestrial Ecosystems: A Critical-Zone Framework
110348;survey genet divers biofilm format detect colistin resist gene clinic isol acinetobact baumannii;Survey on Genetic Diversity, Biofilm Formation, and Detection of Colistin Resistance Genes in Clinical Isolates of Acinetobacter baumannii
978649;role sacubitril valsartan prevent atrial fibril occurr patient heart failur systemat review meta analysi random control trial;Role of sacubitril-valsartan in the prevention of atrial fibrillation occurrence in patients with heart failure: A systematic review and meta-analysis of randomized controlled trials
899;region knowledg entrepreneuri cultur innov start up time space an empir investig;Regional knowledge, entrepreneurial culture, and innovative start-ups over time and space―an empirical investigation
599320;new famili special number comput neg order euler number relat number polynomi;New families of special numbers for computing negative order Euler numbers and related numbers and polynomials
645026;curcumin suppress progress laryng squamou cell carcinoma upregul mir inhibit pi k akt mtor pathway;Curcumin suppresses the progression of laryngeal squamous cell carcinoma through the upregulation of miR-145 and inhibition of the PI3K/Akt/mTOR pathway
475801;circul tumor cell undergo epithelial mesenchym transit influenc prognosi cytokeratin posit hepatocellular carcinoma;Circulating Tumor Cells Undergoing the Epithelial-Mesenchymal Transition: Influence on Prognosis in Cytokeratin 19-Positive Hepatocellular Carcinoma
626790;znrf function mammalian sex determin inhibit canon wnt signal;ZNRF3 functions in mammalian sex determination by inhibiting canonical WNT signaling
952311;improv laser captur microdissect lcm base method isol rna includ mirna express analysi woodi appl bud meristem;Improved laser capture microdissection (LCM)-based method for isolation of RNA, including miRNA and expression analysis in woody apple bud meristem
130795;percutan endoscop transforamin lumbar interbodi fusion techniqu note comparison earli outcom minim invas transforamin lumbar interbodi fusion lumbar spondylolisthesi;Percutaneous Endoscopic Transforaminal Lumbar Interbody Fusion: Technique Note and Comparison of Early Outcomes with Minimally Invasive Transforaminal Lumbar Interbody Fusion for Lumbar Spondylolisthesis
200346;oxid stress drive select quorum sens mutant staphylococcu aureu popul;Oxidative stress drives the selection of quorum sensing mutants in the Staphylococcus aureus population
380728;financi literaci develop countri;Financial Literacy in Developing Countries
99018;short term evalu dupilumab effect patient sever asthma nasal polyposi;Short-Term Evaluation of Dupilumab Effects in Patients with Severe Asthma and Nasal Polyposis
546958;nadph product oxid pentose phosph pathway support folat metabol;NADPH production by the oxidative pentose-phosphate pathway supports folate metabolism
848484;surviv hospit covid patient northern itali population bas cohort studi ita covid network;Survival of Hospitalized COVID-19 Patients in Northern Italy: A Population-Based Cohort Study by the ITA-COVID-19 Network
474089;track season rhythm plant divers ecosystem digit camera imageri;Tracking seasonal rhythms of plants in diverse ecosystems with digital camera imagery
924553;effect inflammatori respons renal function tgf β pathway rat aging rel kidney damag upregul express cd;Effects of inflammatory response on renal function and TGF-β1 pathway of rats with aging-related kidney damage by upregulating the expression of CD36
663473;macroecolog macrophyt freshwat realm pattern mechan implic;Macroecology of macrophytes in the freshwater realm: Patterns, mechanisms and implications
749689;har synthet chemistri probe hijack auxin signal;Harnessing synthetic chemistry to probe and hijack auxin signaling
204575;umbil cord deriv mesenchym stem cell modul tnf solubl tnf receptor stnfr covid ard patient;Umbilical Cord-derived Mesenchymal Stem Cells modulate TNF and soluble TNF Receptor 2 (sTNFR2) in COVID-19 ARDS patients
790773;minim irrig water demand evalu shift plant date sri lanka;Minimizing irrigation water demand: An evaluation of shifting planting dates in Sri Lanka
785838;character new yr virul identif sourc resist recent develop indian bread wheat germplasm;Characterization of three new Yr9-virulences and identification of sources of resistance among recently developed Indian bread wheat germplasm
333070;optim taxat presenc income depend rel incom effect;Optimal taxation in the presence of income-dependent relative income effects
604907;system immune inflamm index sii earli indic predict sever acut pancreat retrospect studi;Systemic Immune-Inflammation Index (SII) Can Be an Early Indicator for Predicting the Severity of Acute Pancreatitis: A Retrospective Study
319694;close reduct anterior shoulder disloc perform ski patrol alpin prehospit environ retrospect review demonstr efficaci canadian ski resort;Closed Reduction of Anterior Shoulder Dislocations Performed by Ski Patrollers in the Alpine Prehospital Environment: A Retrospective Review Demonstrating Efficacy in a Canadian Ski Resort
893142;epigenet memori hidden driver bacteri persist;Epigenetic Memories: The Hidden Drivers of Bacterial Persistence?
25225;cooper data miss element bring real innov europ s healthcar system;Cooperating on Data: The Missing Element in Bringing Real Innovation to Europe's Healthcare Systems
240167;new approach breast cancer therapi green nanotechnolog nano ayurved medicin pre clin pilot human clinic investig;New Approaches in Breast Cancer Therapy Through Green Nanotechnology and Nano-Ayurvedic Medicine - Pre-Clinical and Pilot Human Clinical Investigations
937723;rear virul common cuckoo extra costli cavity nest host;Rearing a virulent common cuckoo is not extra costly for its only cavity-nesting host
808372;repurpos dasatinib diffus larg b cell lymphoma;Repurposing dasatinib for diffuse large B cell lymphoma
100448;parent attitud enhanc cognit clinic research trial syndrom mix method studi;Parent Attitudes Toward Enhancing Cognition and Clinical Research Trials in Down Syndrome: A Mixed Methods Study
395554;ecosystem regim shift disrupt trophic structur;Ecosystem regime shifts disrupt trophic structure
870139;genomewid alter histon h k methyl underli genet vulner psychopatholog;Genomewide alteration of histone H3K4 methylation underlies genetic vulnerability to psychopathology
78235;associ arbuscular mycorrhiz fungi seedl predict chang tree succession statu;Associations among arbuscular mycorrhizal fungi and seedlings are predicted to change with tree successional status
890367;anti acvr antibodi exacerb heterotop ossif fibrodysplasia ossifican progressiva fop activ fop mut acvr;Anti-ACVR1 antibodies exacerbate heterotopic ossification in fibrodysplasia ossificans progressiva (FOP) by activating FOP-mutant ACVR1
723478;chest pain patient copd fascia s subtl silenc;Chest pain in patients with COPD: the fascia's subtle silence
533221;regener glomerular metabol function podocyt pyruv kinas m diabet nephropathi;Regeneration of glomerular metabolism and function by podocyte pyruvate kinase M2 in diabetic nephropathy
943645;covid abort make structur violenc visibl;COVID-19 and Abortion: Making Structural Violence Visible
464405;high throughput sequenc analysi endophyt bacteria divers fruit white red pitaya differ origin;High-Throughput Sequencing Analysis of Endophytic Bacteria Diversity in Fruits of White and Red Pitayas from Three Different Origins
571574;delay treatment traumat lumbosacr disloc associ injuri case report;Delayed Treatment of a Traumatic Lumbosacral Dislocation With Associated Injuries: A Case Report
987839;safeti efficaci synthet mesh ventral hernia repair contamin field;Safety and Efficacy of Synthetic Mesh for Ventral Hernia Repair in a Contaminated Field
625067;predictor sever dengu children revis classif;Predictors of severe dengue amongst children as per the revised WHO classification
558402;disentangl function trait correl spatial aggreg tropic forest tree;Disentangling the functional trait correlates of spatial aggregation in tropical forest trees
170659;efficaci electron acupunctur shoe chronic low pain double blind random control trial;Efficacy of Electronic Acupuncture Shoes for Chronic Low Back Pain: Double-Blinded Randomized Controlled Trial
726946;epiderm growth factor outperform placebo treatment diabet foot ulcer meta analysi;Epidermal growth factor outperforms placebo in the treatment of diabetic foot ulcer: a meta-analysis
332714;ectop activ cortic cell divis accommod arbuscular mycorrhiz fungi;Ectopic activation of cortical cell division during the accommodation of arbuscular mycorrhizal fungi
867232;amelior effect sodium selenit silver nanoparticles induc myocardiocyt structur alter rat;Ameliorative Effect of Sodium Selenite on Silver Nanoparticles-Induced Myocardiocyte Structural Alterations in Rats
437111;region overview matern nutrit exampl health programm polici respons asia pacif;Regional Overview on Maternal Nutrition and Examples of Health System Programme and Policy Responses: Asia and the Pacific
598581;serum biomark patient stabl acut exacerb chronic obstruct pulmonari diseas compar studi;Serum Biomarkers in Patients with Stable and Acute Exacerbation of Chronic Obstructive Pulmonary Disease: A Comparative Study
379607;p ha down regul inhibit glioma invas promot m microglia polar;P4HA1 Down-Regulation Inhibits Glioma Invasiveness by Promoting M1 Microglia Polarization
756701;factor influenc male involv famili plan ntchisi district malawi qualit studi;Factors Influencing Male Involvement in Family Planning in Ntchisi District, Malawi - A Qualitative Study
814345;current statu perspect proteas inhibitor combin nanos drug deliveri system target cancer therapi;Current Status and Perspectives of Protease Inhibitors and Their Combination with Nanosized Drug Delivery Systems for Targeted Cancer Therapy
146783;earli chang nutrit condit affect format synthet mutual chlorella sorokiniana bacterium azospirillum brasilens;Early Changes in Nutritional Conditions Affect Formation of Synthetic Mutualism Between Chlorella sorokiniana and the Bacterium Azospirillum brasilense
224074;differenti respons amphibian reptil assemblag size riparian buffer manag forest;Differential responses of amphibian and reptile assemblages to size of riparian buffers within managed forests
261097;eeg p adic quantum potenti accur identifi depress schizophrenia cognit declin;EEG p-adic quantum potential accurately identifies depression, schizophrenia and cognitive decline
83956;nectar composit moth pollin platanthera bifolia p chlorantha import reproduct success;Nectar composition in moth-pollinated Platanthera bifolia and P. chlorantha and its importance for reproductive success
486508;effect nitrogen phosphoru imbal plant biomass product global perspect;Effects of nitrogen-phosphorus imbalance on plant biomass production: a global perspective
953158;hierarch model strengthen evid densiti depend observ time seri popul dynam;Hierarchical modeling strengthens evidence for density dependence in observational time series of population dynamics
734823;knowledg share discoveri heterogen research infrastructur;Knowledge sharing and discovery across heterogeneous research infrastructures
586482;serum klkb potenti prognost biomark hepatocellular carcinoma base data independ acquisit parallel reaction monitor;Serum KLKB1 as a Potential Prognostic Biomarker for Hepatocellular Carcinoma Based on Data-Independent Acquisition and Parallel Reaction Monitoring
295895;cohort fertil declin low fertil countri decomposit use pariti progress ratio;Cohort fertility decline in low fertility countries: Decomposition using parity progression ratios
14171;phosphoryl barcode depend signal bia dopamin d receptor;Phosphorylation barcode-dependent signal bias of the dopamine D1 receptor
706822;sn induc phase transform mechan θ θ al cu alloy influenc high temperatur strength;Sn-induced phase transformation mechanism from θ’ to θ in Al-4Cu alloy and its influence on high temperature strength
